time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-25T17:24:33.850Z,40.4296,-126.3863,8.19,5,mww,,68,1.564,1.09,us,us2000cpcn,2018-01-26T22:10:00.952Z,"180km W of Ferndale, California",earthquake,4.5,3.4,0.055,32,reviewed,us,us
2018-01-25T16:39:43.230Z,40.4372,-126.3397,8.06,5.8,mww,,41,1.528,0.98,us,us2000cpba,2018-01-28T10:35:32.127Z,"176km W of Ferndale, California",earthquake,5.3,2.9,0.039,62,reviewed,us,us
